지역,년,prediction_label
강원도,2021,190.0300365772945
강원도,2022,166.3255913297481
강원도,2023,156.57485134076074
강원도,2024,164.67765453184418
강원도,2025,159.2120029771891
강원도,2026,173.64689506438003
강원도,2027,153.8085856651693
강원도,2028,164.35814074379232
강원도,2029,158.4349812510946
강원도,2030,144.5581780406328
강원도,2031,144.33964025711998
강원도,2032,163.33235780058516
강원도,2033,123.46662240569574
강원도,2034,168.86150437147006
강원도,2035,146.6315370928935
강원도,2036,143.147568768245
강원도,2037,159.79018980220334
강원도,2038,160.86673268673448
강원도,2039,148.04583234969698
강원도,2040,153.25495332810524
강원도,2041,157.73807861432658
강원도,2042,163.67952775342204
강원도,2043,139.76491060918536
강원도,2044,158.4109867479299
강원도,2045,160.21292239321585
강원도,2046,150.29303418373328
강원도,2047,155.2568970495301
강원도,2048,159.76026622836721
강원도,2049,144.96346779533678
강원도,2050,150.89941404648306
강원도,2051,158.42193379466778
강원도,2052,142.15628216863618
강원도,2053,160.4948335510365
강원도,2054,145.66078988689267
강원도,2055,145.79242603062104
강원도,2056,152.15949705887257
강원도,2057,154.02061604459573
강원도,2058,154.9368270964381
강원도,2059,149.36246322330194
강원도,2060,158.48634747747855
강원도,2061,136.56832075542135
강원도,2062,145.04722335154779
강원도,2063,155.30007454033947
강원도,2064,165.51048064430447
강원도,2065,141.86099766449743
강원도,2066,148.91409591867176
강원도,2067,138.63477159720324
강원도,2068,155.3105550072412
강원도,2069,156.504735057394
강원도,2070,150.32577756752076
강원도,2071,142.1144031720636
강원도,2072,125.18715599057639
강원도,2073,140.6452914689089
강원도,2074,142.0862116629457
강원도,2075,155.24089565010092
강원도,2076,164.39509664153363
강원도,2077,143.8250734029604
강원도,2078,142.17411869386373
강원도,2079,145.92896881485086
강원도,2080,160.29918638026973
강원도,2081,144.70011825853186
강원도,2082,140.72465139941806
강원도,2083,141.28761111332955
강원도,2084,151.7533168973075
강원도,2085,119.69722476704693
강원도,2086,160.51235887384942
강원도,2087,157.7551371017233
강원도,2088,138.5530267319974
강원도,2089,144.345342358827
강원도,2090,148.82639040780612
강원도,2091,147.93857656597513
강원도,2092,145.65570220837782
강원도,2093,148.15228759229907
강원도,2094,140.19158516667287
강원도,2095,140.04232246969755
강원도,2096,131.38180166463994
강원도,2097,145.32852647395325
강원도,2098,140.33914795197896
강원도,2099,142.82622455557012
강원도,2100,160.08840616170093
경기도,2021,163.11575536541977
경기도,2022,140.46466229086283
경기도,2023,146.61476233586828
경기도,2024,138.80422870398007
경기도,2025,135.13204988005236
경기도,2026,146.76425866743074
경기도,2027,133.13301151197177
경기도,2028,138.32627460014405
경기도,2029,125.98603597730305
경기도,2030,125.36503507784093
경기도,2031,124.39343507319822
경기도,2032,136.0350103609687
경기도,2033,99.22248749651861
경기도,2034,149.40882272442363
경기도,2035,127.25257294104958
경기도,2036,120.16751235734174
경기도,2037,137.69492037463772
경기도,2038,141.39418482830325
경기도,2039,119.39443676161702
경기도,2040,129.96278178498872
경기도,2041,128.91687087114065
경기도,2042,135.03997016608446
경기도,2043,116.33994226087032
경기도,2044,128.4421766282027
경기도,2045,129.95517885370316
경기도,2046,115.51222636390047
경기도,2047,127.34433462966331
경기도,2048,124.30233010993335
경기도,2049,123.32699352462785
경기도,2050,119.7557839563905
경기도,2051,134.96728658641993
경기도,2052,108.01153003501221
경기도,2053,130.32079863028116
경기도,2054,121.99784391578521
경기도,2055,125.61467574416677
경기도,2056,127.55399259996544
경기도,2057,129.08499340185142
경기도,2058,127.6111165812768
경기도,2059,127.58889054211768
경기도,2060,132.4363155833233
경기도,2061,104.85343664500199
경기도,2062,113.76763591913958
경기도,2063,130.9187736925802
경기도,2064,136.0428805356637
경기도,2065,113.41763753141669
경기도,2066,112.4053923040716
경기도,2067,107.35219715664908
경기도,2068,127.89676887438847
경기도,2069,126.90747783865164
경기도,2070,128.85232239485285
경기도,2071,110.79442960876104
경기도,2072,98.6565551374243
경기도,2073,119.72943951720033
경기도,2074,113.15481663014113
경기도,2075,132.67339025350066
경기도,2076,141.58774336681472
경기도,2077,116.95987640861875
경기도,2078,117.88142539565514
경기도,2079,127.95138874821448
경기도,2080,129.95706705506885
경기도,2081,119.7157050069038
경기도,2082,114.78945197995462
경기도,2083,112.42142516774332
경기도,2084,125.4800638042502
경기도,2085,98.80243503072829
경기도,2086,134.32374996745926
경기도,2087,127.69427252431632
