지역,년,prediction_label
강원도,2021,1685.056695652174
강원도,2022,1788.3935652173918
강원도,2023,1702.9408695652178
강원도,2024,1785.859130434783
강원도,2025,1668.5416521739132
강원도,2026,1647.7765217391307
강원도,2027,1808.6332173913047
강원도,2028,1778.2562608695653
강원도,2029,1604.4405217391306
강원도,2030,1484.4155652173915
강원도,2031,1555.2910434782611
강원도,2032,1416.235739130435
강원도,2033,1580.1114782608697
강원도,2034,1839.4921739130439
강원도,2035,1473.4419130434785
강원도,2036,1549.1421739130435
강원도,2037,1591.9830434782612
강원도,2038,1832.772
강원도,2039,1577.877391304348
강원도,2040,1378.0827826086959
강원도,2041,1697.2758260869568
강원도,2042,1609.749391304348
강원도,2043,1868.411130434783
강원도,2044,1641.7905217391308
강원도,2045,1480.8332173913047
강원도,2046,1721.9126086956524
강원도,2047,1511.5651304347828
강원도,2048,1493.9871304347828
강원도,2049,1449.9488695652176
강원도,2050,1441.1521739130437
강원도,2051,1459.3883478260873
강원도,2052,1617.5186956521743
강원도,2053,1688.7708695652175
강원도,2054,1731.8829565217395
강원도,2055,1529.5899130434784
강원도,2056,1561.2154782608698
강원도,2057,1514.0167826086958
강원도,2058,1608.3798260869564
강원도,2059,1856.4015652173916
강원도,2060,1671.4586086956524
강원도,2061,1346.4130434782612
강원도,2062,1941.2933043478265
강원도,2063,1455.6934782608698
강원도,2064,1734.009043478261
강원도,2065,1378.2662608695653
강원도,2066,1476.494347826087
강원도,2067,1841.0852173913045
강원도,2068,1503.1059130434783
강원도,2069,1661.3020000000001
강원도,2070,1705.9344347826088
강원도,2071,1676.7145217391305
강원도,2072,1857.5899130434784
강원도,2073,2027.9221739130435
강원도,2074,1339.591391304348
강원도,2075,1841.6827826086958
강원도,2076,1605.1913913043481
강원도,2077,1497.926434782609
강원도,2078,1505.2233043478263
강원도,2079,1816.6595652173914
강원도,2080,1726.9008695652176
강원도,2081,1791.489739130435
강원도,2082,1878.6189565217396
강원도,2083,1938.957826086957
강원도,2084,1523.3949565217392
강원도,2085,1917.1668695652174
강원도,2086,1632.4252173913046
강원도,2087,1376.0132173913044
강원도,2088,1457.114782608696
강원도,2089,1551.1864347826088
강원도,2090,1882.2227826086958
강원도,2091,1948.9014782608701
강원도,2092,1978.4463478260875
강원도,2093,1805.5958260869565
강원도,2094,1835.999217391305
강원도,2095,1966.9683478260872
강원도,2096,1858.795391304348
강원도,2097,1887.8395652173917
강원도,2098,1916.011391304348
강원도,2099,1996.3249565217395
강원도,2100,1699.2539130434786
경기도,2021,1706.0080000000003
경기도,2022,1713.1836521739133
경기도,2023,1748.4353043478263
경기도,2024,1665.6323478260874
경기도,2025,1826.5093043478264
경기도,2026,1882.0626086956527
경기도,2027,1700.7716521739133
경기도,2028,1721.1134782608697
경기도,2029,1626.4843478260873
경기도,2030,1700.069130434783
경기도,2031,1476.8037391304351
경기도,2032,1199.6531304347827
경기도,2033,1770.9540000000004
경기도,2034,1686.6595652173917
경기도,2035,1634.7772173913047
경기도,2036,1919.4806956521743
경기도,2037,1472.9931304347829
경기도,2038,1557.4680869565218
경기도,2039,1713.40547826087
경기도,2040,1339.6299130434784
경기도,2041,1368.142
경기도,2042,1543.541304347826
경기도,2043,1395.418782608696
경기도,2044,1311.0589565217394
경기도,2045,1685.4281739130438
경기도,2046,1782.1494782608702
경기도,2047,1491.5340869565218
경기도,2048,1774.5614782608698
경기도,2049,1696.7367826086959
경기도,2050,1793.8219130434788
경기도,2051,1440.6878260869569
경기도,2052,1865.2222608695656
경기도,2053,1593.441043478261
경기도,2054,1437.8552173913047
경기도,2055,1877.0405217391308
경기도,2056,1715.9785217391307
경기도,2057,1770.9587826086959
경기도,2058,1405.3338260869566
경기도,2059,1707.5909565217391
경기도,2060,1493.0219130434784
경기도,2061,1461.5866086956526
경기도,2062,1579.9146086956523
경기도,2063,1376.7908695652177
경기도,2064,1339.2731304347828
경기도,2065,1392.151391304348
경기도,2066,1454.1253043478264
경기도,2067,1701.3881739130438
