지역,년,prediction_label
강원도,2021,486.1887130702227
강원도,2022,414.68594788299214
강원도,2023,416.69986903398893
강원도,2024,422.73716677610906
강원도,2025,409.0525971371004
강원도,2026,399.33414228066624
강원도,2027,376.82858258126794
강원도,2028,364.2847114370061
강원도,2029,460.4950612596534
강원도,2030,346.9132295595366
강원도,2031,363.4929895300153
강원도,2032,472.64743131791045
강원도,2033,317.64075115335396
강원도,2034,423.49520012515717
강원도,2035,367.6570103717672
강원도,2036,313.71420318954296
강원도,2037,543.8368947417162
강원도,2038,397.0918559738685
강원도,2039,361.9483038259923
강원도,2040,385.5981554053296
강원도,2041,371.3864372446345
강원도,2042,438.2364497463182
강원도,2043,347.90087340607045
강원도,2044,463.11525136662624
강원도,2045,367.49817273370155
강원도,2046,360.02514749461204
강원도,2047,426.2855375443381
강원도,2048,336.5882784437859
강원도,2049,375.73920122519314
강원도,2050,370.9953369000314
강원도,2051,360.9302771978269
강원도,2052,332.7531352567125
강원도,2053,362.34285734330103
강원도,2054,349.16571645451694
강원도,2055,352.4621475254805
강원도,2056,340.0507523600261
강원도,2057,358.3315747631556
강원도,2058,352.91043221309263
강원도,2059,347.21468794899425
강원도,2060,372.6477555198231
강원도,2061,348.4505296729077
강원도,2062,343.9912142067394
강원도,2063,367.14324590573364
강원도,2064,366.49355830751614
강원도,2065,367.39133697860547
강원도,2066,357.83595273774245
강원도,2067,346.7552387106008
강원도,2068,359.7281838042161
강원도,2069,347.20383149245697
강원도,2070,341.2911213210533
강원도,2071,350.1708166644217
강원도,2072,351.7650050932786
강원도,2073,347.03949517611795
강원도,2074,367.8927408713857
강원도,2075,345.30916665263555
강원도,2076,382.8745452109151
강원도,2077,366.78941954864854
강원도,2078,352.8479091740751
강원도,2079,347.65807203270924
강원도,2080,355.70649129231776
강원도,2081,350.1158211824264
강원도,2082,346.2964625286234
강원도,2083,340.7547472022046
강원도,2084,370.058841875449
강원도,2085,309.59931017645476
강원도,2086,353.51014644228184
강원도,2087,363.1941725316541
강원도,2088,350.26021860407684
강원도,2089,348.0447522533899
강원도,2090,338.0562808122306
강원도,2091,329.95235274391615
강원도,2092,328.1238069661458
강원도,2093,345.25327727920705
강원도,2094,345.00392681954924
강원도,2095,330.14987691945043
강원도,2096,347.6299002952137
강원도,2097,331.22925274728357
강원도,2098,334.68248163332885
강원도,2099,343.86442847240926
강원도,2100,343.933490312949
경기도,2021,387.6225200083064
경기도,2022,362.2257907911279
경기도,2023,365.5856577064251
경기도,2024,369.57122125033675
경기도,2025,364.4259871840203
경기도,2026,361.8923678132857
경기도,2027,349.1493702715293
경기도,2028,366.994764221893
경기도,2029,355.99697244578397
경기도,2030,356.96194559031517
경기도,2031,362.7577178744612
경기도,2032,369.8249795006062
경기도,2033,333.1052713749326
경기도,2034,384.5514794080011
경기도,2035,349.20411730536097
경기도,2036,352.0842897893095
경기도,2037,356.40264367816087
경기도,2038,331.0706563173491
경기도,2039,362.3382840983073
경기도,2040,387.1177708136898
경기도,2041,346.63876140726023
경기도,2042,358.97350194470636
경기도,2043,355.7582422155621
경기도,2044,367.10459862720006
경기도,2045,359.81428365773166
경기도,2046,330.69981752592946
경기도,2047,367.8346031592358
경기도,2048,356.2058986900593
경기도,2049,348.0440436703035
경기도,2050,349.81394799243446
경기도,2051,346.5678518992458
경기도,2052,342.2899313038793
경기도,2053,339.1976227999282
