지역,년,prediction_label
강원도,2021,873.343125
강원도,2022,1512.5916666666667
강원도,2023,1498.5657291666669
강원도,2024,1435.4490625
강원도,2025,1427.3208333333332
강원도,2026,1440.5038541666665
강원도,2027,1327.4792708333332
강원도,2028,1512.8185416666665
강원도,2029,1394.4726041666665
강원도,2030,1435.3674999999998
강원도,2031,1621.4372916666666
강원도,2032,1386.4363541666664
강원도,2033,1271.1041666666665
강원도,2034,1546.8710416666665
강원도,2035,1096.486145833333
강원도,2036,1181.3257291666669
강원도,2037,1428.6772916666664
강원도,2038,1539.271145833333
강원도,2039,1522.1309374999998
강원도,2040,1248.6930208333333
강원도,2041,1402.016875
강원도,2042,1402.9438541666668
강원도,2043,1339.9287499999998
강원도,2044,1438.0940624999998
강원도,2045,1433.4123958333332
강원도,2046,1251.3628125
강원도,2047,1440.5857291666666
강원도,2048,1369.1666666666667
강원도,2049,1152.77
강원도,2050,1140.8764583333334
강원도,2051,1109.1652083333333
강원도,2052,1405.5275
강원도,2053,1247.9479166666667
강원도,2054,1478.2380208333332
강원도,2055,1360.7114583333332
강원도,2056,1320.36875
강원도,2057,1399.3542708333332
강원도,2058,1290.2639583333334
강원도,2059,1320.7869791666667
강원도,2060,1326.2184374999997
강원도,2061,1369.6869791666666
강원도,2062,1223.659375
강원도,2063,1289.6196875
강원도,2064,1451.6036458333333
강원도,2065,1169.6159374999997
강원도,2066,1085.8178125
강원도,2067,1546.0492708333331
강원도,2068,1280.6540625
강원도,2069,1365.5565624999997
강원도,2070,1390.0533333333333
강원도,2071,1290.009375
강원도,2072,1167.1870833333332
강원도,2073,1343.1067708333335
강원도,2074,1305.5630208333332
강원도,2075,1462.5202083333334
강원도,2076,1562.1544791666665
강원도,2077,1414.4233333333332
강원도,2078,1261.6662499999998
강원도,2079,1222.1059375
강원도,2080,1462.347708333333
강원도,2081,1462.9775
강원도,2082,1362.1277083333334
강원도,2083,1408.8989583333334
강원도,2084,1293.7362499999997
강원도,2085,1244.0891666666666
강원도,2086,1504.2182291666666
강원도,2087,1271.349375
